net,time
0.00456771,1542
0.004568327,1543
0.004572035,1544
0.004572653,1545
0.004573272,1546
0.004574513,1547
0.004576998,1548
0.004577621,1549
0.004580736,1550
0.004581982,1551
0.004583852,1552
0.0045851,1553
0.004587598,1554
0.004587598,1555
0.004589479,1556
0.004591989,1557
0.004593876,1558
0.004594505,1559
0.004594505,1560
0.004595135,1561
0.004595767,1562
0.0045964,1563
0.004597666,1564
0.004598301,1565
0.004600205,1566
0.00460084,1567
0.004602746,1568
0.004603382,1569
0.004606562,1570
0.004607835,1571
0.00460911,1572
0.004610385,1573
0.004611662,1574
0.004612939,1575
0.004613579,1576
0.00461486,1577
0.004616143,1578
0.004616785,1579
0.004618712,1580
0.004619355,1581
0.004620643,1582
0.004622578,1583
0.00462516,1584
0.00462516,1585
0.00462516,1586
0.004626457,1587
0.00463035,1588
0.004631,1589
0.004631,1590
0.004631651,1591
0.004632303,1592
0.004632957,1593
0.004634264,1594
0.004634264,1595
0.004634264,1596
0.004636232,1597
0.004637546,1598
0.004638862,1599
0.00463952,1600
0.004640836,1601
0.004642812,1602
0.00464479,1603
0.004646111,1604
0.004646111,1605
0.004646773,1606
0.004649428,1607
0.004650092,1608
0.004652086,1609
0.004652751,1610
0.004656084,1611
0.004657419,1612
0.004659425,1613
0.004660095,1614
0.004660765,1615
0.004662776,1616
0.004663447,1617
0.004664791,1618
0.004665464,1619
0.004667485,1620
0.004668834,1621
0.004669509,1622
0.00467086,1623
0.00467086,1624
0.004672214,1625
0.004672214,1626
0.004674929,1627
0.004674929,1628
0.004674929,1629
0.00467561,1630
0.00467561,1631
0.004678341,1632
0.004678341,1633
0.004679027,1634
0.004681087,1635
0.004683834,1636
0.004684521,1637
0.004687276,1638
0.004688656,1639
0.004688656,1640
0.004689348,1641
0.004690041,1642
0.004690735,1643
0.004691428,1644
0.004691428,1645
0.004691428,1646
0.004691428,1647
0.004692127,1648
0.004692127,1649
0.004694227,1650
0.004694928,1651
0.00469563,1652
0.004699145,1653
0.004699849,1654
0.00470126,1655
